2025-01-29 10:49:39,769 | MainThread   | [DEBUG   ] | <module>            |: debug
2025-02-12 17:42:37,422 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from C0:C3:E4:25:23:51
2025-02-12 17:42:54,540 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:c3:e4:25:23:51
2025-02-12 17:43:01,408 | MainThread   | [INFO    ] | _connect            |: Connected to c0:c3:e4:25:23:51
2025-02-12 17:45:16,059 | MainThread   | [INFO    ] | _connect            |: Already connected to a BLE device
2025-02-12 17:45:17,063 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from C0:C3:E4:25:23:51
2025-02-12 17:45:20,508 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:c3:e4:25:23:51
2025-02-12 17:45:24,555 | MainThread   | [INFO    ] | _connect            |: Connected to c0:c3:e4:25:23:51
2025-02-12 17:48:56,920 | MainThread   | [DEBUG   ] | <module>            |: debug
2025-02-12 17:48:56,920 | MainThread   | [INFO    ] | <module>            |: info
2025-02-12 17:48:56,920 | MainThread   | [WARNING ] | <module>            |: warning
2025-02-12 17:48:56,921 | MainThread   | [ERROR   ] | <module>            |: error
2025-02-12 17:48:56,921 | MainThread   | [CRITICAL] | <module>            |: critical
2025-02-12 17:48:57,868 | MainThread   | [DEBUG   ] | __init__            |: Python Info: sys.version_info(major=3, minor=13, micro=2, releaselevel='final', serial=0)
2025-02-12 17:48:57,868 | MainThread   | [DEBUG   ] | __init__            |: System Info: Windows-10-10.0.19045-SP0
2025-02-12 17:48:57,868 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:c3:e4:25:23:51
2025-02-12 17:49:01,730 | MainThread   | [INFO    ] | _connect            |: Connected to c0:c3:e4:25:23:51
