2025-04-10 12:11:21,485 | MainThread   | [DEBUG   ] | run                 |: Python version: 3.13.3 (tags/v3.13.3:6280bb5, Apr  8 2025, 14:47:33) [MSC v.1943 64 bit (AMD64)]
2025-04-24 17:11:31,482 | MainThread   | [DEBUG   ] | run                 |: Parameters used:
2025-04-24 17:11:31,482 | MainThread   | [DEBUG   ] | run                 |: Symbol               : o
2025-04-24 17:11:31,482 | MainThread   | [DEBUG   ] | run                 |: Symbol size          : 5
2025-04-24 17:11:31,482 | MainThread   | [DEBUG   ] | run                 |: Line thickness       : 2
2025-04-24 17:11:31,482 | MainThread   | [DEBUG   ] | run                 |: Position tolerance   : 0.03
2025-04-24 17:11:31,482 | MainThread   | [DEBUG   ] | run                 |: ------------------

2025-04-24 17:11:40,028 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-24 17:13:42,694 | MainThread   | [DEBUG   ] | run                 |: Python version: 3.13.3 (tags/v3.13.3:6280bb5, Apr  8 2025, 14:47:33) [MSC v.1943 64 bit (AMD64)]
2025-04-24 17:13:42,695 | MainThread   | [DEBUG   ] | run                 |: Parameters used:
2025-04-24 17:13:42,695 | MainThread   | [DEBUG   ] | run                 |: Symbol               : o
2025-04-24 17:13:42,695 | MainThread   | [DEBUG   ] | run                 |: Symbol size          : 5
2025-04-24 17:13:42,695 | MainThread   | [DEBUG   ] | run                 |: Line thickness       : 2
2025-04-24 17:13:42,695 | MainThread   | [DEBUG   ] | run                 |: Position tolerance   : 0.03
2025-04-24 17:13:42,695 | MainThread   | [DEBUG   ] | run                 |: ------------------

2025-04-24 17:13:59,287 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-24 17:21:44,236 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-24 17:22:30,387 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-24 17:22:59,144 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-24 17:24:14,265 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-24 17:25:08,617 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-24 17:25:53,775 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-24 17:33:35,981 | MainThread   | [DEBUG   ] | run                 |: Python version: 3.13.3 (tags/v3.13.3:6280bb5, Apr  8 2025, 14:47:33) [MSC v.1943 64 bit (AMD64)]
2025-04-24 17:33:35,982 | MainThread   | [DEBUG   ] | run                 |: Parameters used:
2025-04-24 17:33:35,982 | MainThread   | [DEBUG   ] | run                 |: Symbol               : o
2025-04-24 17:33:35,982 | MainThread   | [DEBUG   ] | run                 |: Symbol size          : 5
2025-04-24 17:33:35,982 | MainThread   | [DEBUG   ] | run                 |: Line thickness       : 2
2025-04-24 17:33:35,982 | MainThread   | [DEBUG   ] | run                 |: Position tolerance   : 0.03
2025-04-24 17:33:35,982 | MainThread   | [DEBUG   ] | run                 |: ------------------

2025-04-29 14:36:32,820 | MainThread   | [DEBUG   ] | run                 |: Python version: 3.13.3 (tags/v3.13.3:6280bb5, Apr  8 2025, 14:47:33) [MSC v.1943 64 bit (AMD64)]
2025-04-29 14:36:32,821 | MainThread   | [DEBUG   ] | run                 |: Parameters used:
2025-04-29 14:36:32,821 | MainThread   | [DEBUG   ] | run                 |: Symbol               : o
2025-04-29 14:36:32,821 | MainThread   | [DEBUG   ] | run                 |: Symbol size          : 5
2025-04-29 14:36:32,821 | MainThread   | [DEBUG   ] | run                 |: Line thickness       : 2
2025-04-29 14:36:32,821 | MainThread   | [DEBUG   ] | run                 |: Position tolerance   : 0.03
2025-04-29 14:36:32,821 | MainThread   | [DEBUG   ] | run                 |: ------------------

2025-04-29 14:36:52,992 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-29 16:53:40,453 | MainThread   | [DEBUG   ] | run                 |: Python version: 3.13.3 (tags/v3.13.3:6280bb5, Apr  8 2025, 14:47:33) [MSC v.1943 64 bit (AMD64)]
2025-04-29 16:53:40,454 | MainThread   | [DEBUG   ] | run                 |: Parameters used:
2025-04-29 16:53:40,454 | MainThread   | [DEBUG   ] | run                 |: Symbol               : o
2025-04-29 16:53:40,454 | MainThread   | [DEBUG   ] | run                 |: Symbol size          : 5
2025-04-29 16:53:40,454 | MainThread   | [DEBUG   ] | run                 |: Line thickness       : 2
2025-04-29 16:53:40,455 | MainThread   | [DEBUG   ] | run                 |: Position tolerance   : 0.03
2025-04-29 16:53:40,455 | MainThread   | [DEBUG   ] | run                 |: ------------------

2025-04-29 16:53:51,163 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-29 16:54:24,568 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-29 16:54:45,236 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-29 16:55:42,057 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-29 16:58:43,389 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-29 16:59:56,147 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-29 17:04:54,526 | MainThread   | [DEBUG   ] | run                 |: Python version: 3.13.3 (tags/v3.13.3:6280bb5, Apr  8 2025, 14:47:33) [MSC v.1943 64 bit (AMD64)]
2025-04-29 17:04:54,527 | MainThread   | [DEBUG   ] | run                 |: Parameters used:
2025-04-29 17:04:54,527 | MainThread   | [DEBUG   ] | run                 |: Symbol               : o
2025-04-29 17:04:54,527 | MainThread   | [DEBUG   ] | run                 |: Symbol size          : 5
2025-04-29 17:04:54,527 | MainThread   | [DEBUG   ] | run                 |: Line thickness       : 2
2025-04-29 17:04:54,527 | MainThread   | [DEBUG   ] | run                 |: Position tolerance   : 0.03
2025-04-29 17:04:54,527 | MainThread   | [DEBUG   ] | run                 |: ------------------

2025-04-29 17:04:59,060 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-29 17:06:02,774 | MainThread   | [DEBUG   ] | run                 |: Python version: 3.13.3 (tags/v3.13.3:6280bb5, Apr  8 2025, 14:47:33) [MSC v.1943 64 bit (AMD64)]
2025-04-29 17:06:02,775 | MainThread   | [DEBUG   ] | run                 |: Parameters used:
2025-04-29 17:06:02,775 | MainThread   | [DEBUG   ] | run                 |: Symbol               : o
2025-04-29 17:06:02,775 | MainThread   | [DEBUG   ] | run                 |: Symbol size          : 5
2025-04-29 17:06:02,775 | MainThread   | [DEBUG   ] | run                 |: Line thickness       : 2
2025-04-29 17:06:02,775 | MainThread   | [DEBUG   ] | run                 |: Position tolerance   : 0.03
2025-04-29 17:06:02,775 | MainThread   | [DEBUG   ] | run                 |: ------------------

2025-04-29 17:06:06,504 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-29 17:09:49,543 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-29 17:10:10,200 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-29 17:10:36,630 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-29 17:11:45,829 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
2025-04-29 17:12:10,402 | MainThread   | [DEBUG   ] | reset_all_plots     |: Resetting trajectory plots...
